teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
4,0.25,1,0,18,45.857143,2.547619,2.833333,40.428571999999996,2.246032,0.9312809999999999,49.285714,2.738095,3.374285,59.785715,3.321429,3.579024,17.428570999999998,0.9682540000000001,0.600925,3.6,1.0198040000000002,9.171429,3.2076439999999997,2.5695240000000004,0.492129,8.085714,3.843468,2.281429,0.7890010000000001,9.857142999999999,7.408214,2.6909520000000002,1.408357,11.957142999999999,7.627501,3.055952,1.5985559999999999,3.4857139999999998,1.20746,1.0814290000000002,0.544539,4.5,0.866025,11.464286,1.322393,2.6023810000000003,0.296034,10.107142999999999,4.081285,2.140476,0.63053,12.321429,6.098155,2.997619,1.7679349999999998,14.946429,8.890400999999997,3.7511900000000002,2.704432,4.357143,1.2876969999999999,0.9476190000000001,0.14357,32,17,0.5313,867,27.0938,31.447734000000004,10.6667,6.128259,6.3333,3.091206,0.63133333,0.096106,289.0,69.296465,8.0,7.035624,4.5,2,1,1,0
5,0.6,1,0,30,40.285714,1.342857,0.657436,42.0,1.4,0.715697,31.957143,1.065238,0.851463,41.057142999999996,1.368571,1.513866,21.957143,0.731905,0.7688659999999999,6.0,1.549193,8.057143,4.714589,1.273651,0.590547,8.4,5.1224989999999995,1.315556,0.611075,6.3914290000000005,3.93174,1.023175,0.568736,8.211428999999999,2.9028959999999997,1.378508,0.440287,4.3914290000000005,3.2059330000000004,0.676952,0.320363,6.0,0.632456,8.057143,2.041608,1.32966,0.24942199999999998,8.4,2.48325,1.3829930000000001,0.33913899999999997,6.3914290000000005,1.7858310000000002,1.10619,0.4172300000000001,8.211428999999999,4.729675,1.3676190000000001,0.7520220000000001,4.3914290000000005,2.2309069999999998,0.7400680000000001,0.37955,48,36,0.75,1158,24.125,13.794057999999998,9.6,16.218508,7.4,11.825396000000001,0.94762,0.10475999999999999,231.6,393.589939,12.0,8.689074,9.5,1,1,0,1
7,0.1429,0,0,37,65.785714,1.7779919999999998,1.053707,47.42857100000001,1.2818530000000001,0.555535,87.5,2.364865,4.767494,30.285714000000002,0.818533,1.304597,36.142857,0.976834,1.064055,7.4,1.356466,13.157143,5.780403,1.7238099999999998,0.592925,9.485714,3.6976,1.253968,0.39411799999999997,17.5,17.256883,2.125397,1.8205,6.057143,4.3109730000000015,0.912698,0.688933,7.2285710000000005,3.502302,0.953968,0.395248,5.2857,1.160577,9.397959,3.8381730000000003,1.7967689999999998,0.643868,6.7755100000000015,2.116308,1.264456,0.202877,12.5,10.045886,2.260204,1.570119,4.326531,3.785591,0.835034,0.695339,5.163265,2.78734,1.108844,0.7322960000000001,46,12,0.2609,345,7.5,9.025929,23.0,5.0,6.5,3.5,0.2619,0.0952,172.5,105.5,15.3333,4.714045,4.6667,0,0,0,1
6,0.1667,0,0,31,63.214286,2.039171,0.74648,62.214286,2.006912,0.731697,50.071428999999995,1.615207,1.091305,10.857142999999999,0.35023000000000004,0.7223930000000001,15.357142999999999,0.495392,0.634181,6.2,1.7204650000000001,12.642857000000001,5.433644,2.023413,0.7308140000000001,12.442857,5.2670330000000005,2.0011900000000002,0.734558,10.014286,4.4143550000000005,1.598095,0.582734,2.1714290000000003,1.022801,0.364921,0.17813199999999998,3.071429,2.482592,0.47634899999999997,0.346159,5.1667,0.687184,10.535714,1.581004,2.056746,0.297573,10.369048,1.7882919999999998,2.015079,0.290003,8.345238,2.172187,1.62619,0.419865,1.8095240000000001,1.644754,0.378571,0.406567,2.559524,1.817534,0.51627,0.385759,32,11,0.3438,570,17.8125,16.610308,6.4,7.337575,2.6,2.727636,0.44286000000000003,0.071589,114.0,92.785775,6.4,2.4166090000000002,2.6,0,0,0,1
7,0.1429,0,0,36,104.57142900000001,2.904762,1.394987,97.285714,2.702381,1.479542,102.214286,2.839286,6.4392190000000005,131.5,3.652778,8.443748,33.571428999999995,0.9325399999999999,1.201529,7.2,2.56125,20.914285999999997,12.751502,2.654892,1.0209,19.457143,12.700121000000001,2.451082,1.011767,20.442857,16.919099,2.672655,2.283467,26.3,19.727139,3.084228,1.8347200000000001,6.714286,4.358665,0.832468,0.4154100000000001,5.1429,0.832993,14.938776,4.0728480000000005,2.9214290000000003,0.745757,13.897959,3.42237,2.7204080000000004,0.619046,14.602041,16.215291,2.8653060000000004,3.2778089999999995,18.785714000000002,30.354297999999996,3.795068,6.080467,4.795918,4.946865,0.919048,0.994589,165,81,0.4909,5270,31.9394,38.860699,33.0,55.576974,16.8,24.709512,0.81944,0.202619,1054.0,1917.01445,23.5714,12.315578,12.0,0,0,0,1
6,0.1667,0,0,32,62.0,1.9375,1.1004260000000001,49.071428999999995,1.533482,0.92055,45.714286,1.4285709999999998,0.901388,33.285714,1.0401790000000002,1.588226,29.785714000000002,0.9308040000000001,0.667134,6.4,1.8547240000000005,12.4,6.560488,1.8283330000000002,0.650077,9.814286,5.334065,1.455635,0.592225,9.142857000000001,4.959427,1.346349,0.540395,6.657143,4.196791999999999,0.965317,0.462921,5.957143,3.270025,0.8736510000000001,0.349102,5.3333,0.745356,10.333333,4.953769,1.85129,0.788133,8.178571,3.475314,1.474802,0.517407,7.6190479999999985,2.476648,1.405159,0.38815700000000003,5.547619,4.185671,0.985714,0.7851130000000001,4.964286,3.242403,0.874603,0.562192,6,2,0.3333,148,24.6667,17.913372,2.0,0.816497,1.3333,0.471405,0.72223333,0.207867,49.3333,44.582009,6.0,0.0,2.0,0,0,0,1
7,0.1429,0,0,35,68.14285699999999,1.946939,1.115384,70.14285699999999,2.004082,1.0976780000000002,85.64285699999998,2.446939,2.251802,20.5,0.5857140000000001,1.064645,36.714286,1.04898,0.7553890000000001,7.0,2.097618,13.628570999999999,9.846411999999999,1.794113,0.867761,14.028571,8.960412,1.881558,0.798892,17.128571,11.257143,2.3033330000000003,1.247989,4.1,2.2891049999999997,0.5602600000000001,0.159299,7.342857,3.958561,1.013593,0.366564,5.8333,0.372678,11.357142999999999,1.6449259999999999,1.964286,0.369304,11.690476,1.462494,2.019841,0.33571100000000004,14.273810000000001,7.673439,2.426587,1.247568,3.416667,2.464861,0.597619,0.433906,6.119048,2.688052,1.040873,0.431932,29,16,0.5517,525,18.1034,15.54159,9.6667,8.178563,5.3333,5.436502,0.59523333,0.34060799999999997,175.0,180.238731,9.6667,2.867442,5.3333,0,0,0,1
5,0.2,0,0,23,50.714286,2.2049689999999997,1.093027,35.142857,1.52795,0.758069,39.92857100000001,1.736025,0.908373,17.714285999999994,0.7701859999999999,0.750551,12.714286,0.552795,0.662954,4.6,0.8,10.142857000000001,5.648912,2.1023810000000003,0.9923629999999999,7.028571,4.106143,1.45381,0.734498,7.985714,4.229247,1.658095,0.705067,3.542857,1.426856,0.755714,0.223899,2.542857,1.1117190000000001,0.545714,0.221525,4.6,1.8547240000000005,10.142857000000001,4.71818,2.320952,0.555554,7.028571,2.4098439999999997,1.7619049999999998,0.636857,7.985714,3.7450379999999996,1.758095,0.302183,3.542857,2.059126,0.6542859999999999,0.389285,2.542857,2.744047,0.466667,0.495458,12,8,0.6667,1446,120.5,145.04913,6.0,4.0,4.0,3.0,0.6,0.1,723.0,551.0,4.0,2.44949,2.6667,0,0,0,1
5,0.6,1,0,29,76.285714,2.6305419999999997,1.8395830000000002,64.07142900000001,2.2093599999999998,1.574167,75.57142900000002,2.605911,2.0183459999999998,24.428570999999998,0.8423649999999999,1.245205,33.357143,1.1502459999999999,1.336402,5.8,1.7204650000000001,15.257143,8.891821,2.4409520000000002,1.101792,12.814286,7.909901,2.048571,1.012921,15.114285999999998,8.892739,2.399683,0.971052,4.885714,2.595758,0.798095,0.29570799999999997,6.671428999999999,5.337507,1.03619,0.757587,5.8,0.4,15.257143,6.059164,2.629524,0.9922989999999999,12.814286,4.80085,2.192381,0.756029,15.114285999999998,8.50997,2.619048,1.43103,4.885714,5.050278,0.820952,0.836674,6.671428999999999,5.12887,1.135238,0.8415549999999999,47,38,0.8085,1279,27.2128,25.930296,9.4,13.365628,7.6,9.789791000000001,0.95,0.1,255.8,390.940098,9.4,8.138796000000001,7.6,0,0,0,1
6,0.5,1,0,24,59.928571999999996,2.497024,1.252823,52.000001,2.166667,0.6903600000000001,52.214286,2.175595,2.477678,59.285715,2.470238,4.6992449999999995,15.65,0.652083,1.419946,6.0,0.0,14.982142999999999,4.092793,2.497024,0.682132,13.0,4.2919599999999996,2.166667,0.715327,13.053572,5.030361,2.175595,0.838393,14.821429,6.556174,2.470238,1.092696,3.9125,1.8316270000000001,0.652083,0.305271,4.0,0.0,9.988095,3.0814939999999997,2.497024,0.770374,8.666667,0.7257020000000001,2.166667,0.181426,8.702380999999999,5.480394,2.175595,1.370099,9.880952,9.927772000000001,2.470238,2.4819430000000002,2.608333,4.181166,0.652083,1.045292,11,6,0.5455,910,82.7273,59.05789300000001,5.5,0.5,3.0,1.0,0.53335,0.13335,455.0,8.0,5.5,4.5,3.0,0,0,0,1
5,0.0,0,0,18,58.000001,3.222222,2.07647,46.357143,2.575397,1.172275,46.785715,2.599206,2.465346,40.357143,2.242064,2.9918869999999997,24.071429000000002,1.337302,1.2744520000000001,4.5,0.5,14.5,7.52767,3.10625,1.348209,11.589286,4.93746,2.491071,0.8276680000000001,11.696429,3.6412370000000003,2.574107,0.691177,10.089286,7.779056,2.091071,1.4902520000000001,6.017857,3.799293,1.2732139999999998,0.704873,3.6,0.48989799999999994,11.6,2.938346,3.3369050000000002,1.077388,9.271429,2.234425,2.603571,0.5797220000000001,9.357142999999999,5.8239480000000015,2.617857,1.476634,8.071429,5.142857,2.339286,1.600214,4.814286,2.906572,1.366667,0.759162,111,85,0.7658,3709,33.4144,19.985341000000002,27.75,22.686725,21.5,14.534442000000002,0.876775,0.130615,927.25,747.1811610000003,27.75,12.754901,21.25,0,0,0,1
5,0.2,0,0,20,47.142858000000004,2.357143,1.1169149999999999,46.285715,2.314286,1.0618379999999998,47.142858000000004,2.357143,0.792149,17.0,0.85,2.044963,22.714285999999998,1.135714,0.852936,5.0,0.7071069999999999,11.785714,2.5183,2.34881,0.270495,11.571429,3.7971519999999996,2.276786,0.463168,11.785714,3.851186,2.357143,0.642857,4.25,4.308422,0.76875,0.733863,5.678571,2.5562549999999997,1.114881,0.37859499999999996,4.0,0.0,9.428572,2.417622,2.357143,0.604406,9.257143,2.671696,2.314286,0.667924,9.428572,1.509156,2.357143,0.377289,3.4,3.826225,0.85,0.956556,4.542857,2.125453,1.135714,0.531363,65,39,0.6,2966,45.6308,44.211578,21.6667,13.474255,13.3333,10.498677,0.63346667,0.19256099999999998,988.6667,533.135588,13.0,15.912258999999999,7.8,0,0,0,0
5,0.4,0,0,15,11.071429,0.738095,0.560258,8.821429,0.588095,0.334996,13.178572,0.8785709999999999,1.513458,36.142857,2.409524,6.89412,4.0,0.266667,0.553775,7.5,3.5,5.535714,1.964286,1.0998379999999999,0.775162,4.410714,0.8392860000000001,0.818588,0.49391199999999996,6.589286,0.8392860000000001,1.0564120000000001,0.38108800000000004,18.071429000000002,12.928571,4.108766,3.641234,2.0,0.0,0.340909,0.159091,3.0,0.632456,2.214286,0.840311,0.816667,0.471861,1.764286,0.67748,0.6,0.221902,2.635714,1.419327,0.8809520000000001,0.390723,7.2285710000000005,10.544986,3.342857,5.363216,0.8,0.63471,0.25119,0.182123,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
5,0.2,0,0,13,24.0,1.846154,1.211386,12.142857000000001,0.934066,0.47418599999999994,26.142857,2.010989,2.020604,17.642858,1.357143,4.314555,10.857142999999999,0.8351649999999999,1.273303,6.5,2.5,12.0,4.0,2.444444,1.555556,6.071429,0.9285709999999999,1.160714,0.589286,13.071429,5.928571,2.771825,1.978175,8.821429,2.321429,1.431548,0.19345199999999999,5.428571,2.571429,1.15873,0.8412700000000001,2.6,0.8,4.8,2.478644,1.7738099999999999,0.666412,2.428571,0.8475659999999999,0.933333,0.19714500000000001,5.228571,2.85085,1.9928569999999999,1.005191,3.528572,4.012125,1.309524,1.627847,2.1714290000000003,1.607127,0.75,0.294508,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,0,0,18,13.571429,0.7539680000000001,0.772302,11.0,0.611111,0.333333,10.428572,0.579365,1.653886,19.285714000000002,1.0714290000000002,1.814082,8.035714,0.446429,0.640095,9.0,3.0,6.785714,1.214286,0.89881,0.43452399999999997,5.5,1.5,0.75,0.416667,5.214286,1.214286,0.60119,0.06547599999999999,9.642857000000001,6.357143,1.470238,1.1964290000000002,4.017857,1.232143,0.553571,0.321429,3.0,0.816497,2.261905,0.620876,0.8174600000000001,0.345694,1.833333,0.302109,0.65873,0.23019299999999998,1.7380950000000002,1.6317780000000002,0.553571,0.538035,3.214286,2.4407959999999997,1.234127,1.097687,1.339286,0.5996560000000001,0.45138900000000004,0.200045,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,1,0,16,18.285715,1.142857,1.6189790000000002,13.142857000000001,0.8214290000000001,1.087931,18.0,1.125,0.780625,9.571429,0.598214,2.228193,8.0,0.5,0.779999,8.0,4.0,9.142857000000001,0.857143,1.595238,0.9047620000000001,6.5714289999999975,0.571429,1.047619,0.45238100000000003,9.0,1.0,1.583333,0.916667,4.785714,0.214286,0.815476,0.43452399999999997,4.0,1.0,0.75,0.5,2.6667,1.105542,3.047619,3.239496,0.9722219999999999,0.729036,2.190476,1.766404,0.730159,0.378318,3.0,1.475422,1.125,0.39218000000000003,1.595238,2.2744020000000003,0.6190479999999999,0.9860129999999999,1.333333,1.381773,0.456349,0.450218,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
6,0.1667,0,0,20,21.714285999999998,1.0857139999999998,0.9908959999999999,18.0,0.9,1.013657,19.821429000000002,0.9910709999999999,1.689813,37.571428999999995,1.878571,2.312466,14.0,0.7,0.869986,10.0,5.0,10.857142999999999,0.14285699999999998,1.457143,0.742857,9.0,1.0,1.133333,0.466667,9.910715,0.6607149999999999,1.2773809999999999,0.572619,18.785715,2.214285,2.652381,1.547619,7.0,2.0,1.066667,0.733333,3.3333,0.942809,3.6190480000000003,1.619748,1.047619,0.271731,3.0,1.63923,0.8630950000000001,0.317714,3.303572,2.722712,0.895833,0.6392439999999999,6.2619050000000005,3.839835,1.7976189999999999,0.860773,2.333333,1.208436,0.678571,0.229611,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1
6,0.1667,0,0,17,21.357143,1.2563030000000002,0.780936,20.785715,1.222689,0.6758310000000001,16.857143,0.991597,1.221916,6.214286,0.365546,1.15195,5.392857,0.317227,1.030671,8.5,2.5,10.678572,3.321428,1.501082,0.8322510000000001,10.392857000000001,2.607143,1.437229,0.729437,8.428572,2.571428,1.1829,0.650433,3.107143,0.392857,0.4150430000000001,0.16829000000000002,2.696429,1.5535709999999998,0.406115,0.302219,2.8333,0.372678,3.5595239999999997,1.053353,1.3214290000000002,0.575342,3.464286,0.801519,1.2619049999999998,0.396031,2.809524,1.828844,0.9722219999999999,0.5845739999999999,1.035714,1.192201,0.43254,0.564511,0.89881,1.6696080000000002,0.299603,0.5565359999999999,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,2,0
5,0.4,0,0,13,31.142857,2.395604,0.885451,24.0,1.846154,1.186711,23.571429000000002,1.8131869999999999,1.9475369999999999,9.5,0.730769,1.648022,11.571429,0.8901100000000001,1.134452,3.25,0.829156,7.785714,3.038024,2.291667,0.523573,6.0,2.922468,1.7738099999999999,0.743595,5.892857,3.190187,1.6964290000000002,0.589827,2.375,3.0695069999999998,0.635417,0.765678,2.892857,1.3078450000000001,0.8392860000000001,0.263355,3.25,0.829156,7.785714,0.644838,2.552083,0.6347510000000001,6.0,1.7985259999999998,1.8869049999999998,0.39353299999999997,5.892857,2.696133,1.9494049999999998,1.013527,2.375,2.5341419999999997,1.041667,1.226869,2.892857,1.6478959999999998,1.11756,0.912409,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
3,0.0,0,1,8,13.428572,1.6785709999999998,0.927025,9.0,1.125,1.198958,16.642857,2.080357,1.210307,10.142857000000001,1.267857,2.0,1.357143,0.16964300000000002,0.24206100000000005,2.0,0.7071069999999999,3.357143,2.313448,1.458333,0.623467,2.25,2.789146,0.9047620000000001,0.867007,4.160714,1.82414,1.973214,0.510961,2.535714,2.658016,1.190476,0.8978430000000001,0.33928600000000003,0.408378,0.127976,0.139183,2.6667,0.942809,4.476191,0.673435,1.9047619999999998,0.703087,3.0,1.166424,1.369048,0.7493380000000001,5.547619,0.675956,2.232143,0.430304,3.3809519999999997,2.876916,1.547619,1.532342,0.45238100000000003,0.351543,0.15476199999999998,0.1104,9,9,1.0,318,35.3333,31.155524,3.0,0.816497,3.0,0.816497,1.0,0.0,106.0,79.799749,4.5,2.5,4.5,1,0,1,1
3,0.0,0,1,10,41.571428999999995,4.157143,1.220656,28.714285999999998,2.871429,1.8547240000000005,27.857143,2.785714,1.8547240000000005,9.571429,0.9571430000000001,1.3453620000000002,16.428572,1.642857,1.7528549999999998,2.5,0.5,10.392857000000001,3.1173889999999997,4.190476,1.075785,7.178572,2.87561,2.958333,1.344593,6.964286,1.852673,3.0238099999999997,1.2581930000000001,2.392857,2.39765,0.797619,0.799217,4.107143,1.791775,1.714286,0.9327209999999999,3.3333,0.942809,13.857142999999999,2.574073,4.345238,0.72041,9.571429,5.563486,2.833333,1.174174,9.285714,0.764875,3.011905,0.80302,3.190476,0.7589229999999999,0.9880950000000001,0.149641,5.476191,2.535016,2.059524,1.524832,72,49,0.6806,3781,52.5139,83.630967,18.0,9.874209,13.25,8.437269,0.70935,0.20749499999999999,945.25,651.804179,12.0,12.274635,8.6667,1,0,1,1
3,0.3333,0,1,11,32.857143,2.987013,2.60324,18.714285999999998,1.7012990000000001,1.206045,41.714286,3.792208,4.914139,4.285714,0.38961,0.890724,23.428572,2.12987,3.185712,2.75,0.43301300000000004,8.214286,3.4009300000000002,2.857143,0.949997,4.678571,2.107748,1.6785709999999998,0.625765,10.428572,4.308274,4.071429,2.157753,1.0714290000000002,1.07618,0.357143,0.358727,5.857143,2.261027,2.339286,1.378937,3.6667,0.471405,10.952380999999999,5.114117,3.202381,1.844816,6.2380949999999995,1.583647,1.7619049999999998,0.587087,13.904762,8.048605,3.865079,2.090392,1.4285709999999998,1.1126969999999998,0.43254,0.37043200000000004,7.8095240000000015,5.483846,2.115079,1.331785,15,7,0.4667,143,9.5333,17.869403,5.0,3.5590260000000002,2.6667,1.699673,0.6111,0.28329,47.6667,63.90792,3.0,1.6733200000000001,1.6,4,2,2,0
5,0.2,0,0,25,55.714286,2.228571,1.07629,36.928571999999996,1.477143,0.9431860000000001,86.285714,3.451429,2.435077,35.142857,1.405714,4.891789,25.857143,1.034286,0.8485280000000001,5.0,0.632456,11.142857000000001,5.669107,2.158571,0.857409,7.385714,3.750265,1.427143,0.578182,17.257143,7.93,3.3980949999999996,1.306494,7.028571,10.023808,1.255714,1.636088,5.171429,2.651761,0.997619,0.38965700000000003,5.0,0.0,11.142857000000001,2.160877,2.228571,0.432175,7.385714,1.9046669999999999,1.477143,0.38093299999999997,17.257143,6.514286,3.451429,1.302857,7.028571,11.298691,1.405714,2.259738,5.171429,1.923857,1.034286,0.38477100000000003,103,29,0.2816,3655,35.4854,67.084625,25.75,29.046298999999998,7.5,6.726812,0.49095,0.31398400000000004,913.75,1362.323819,20.6,12.51559,6.2,1,1,0,1
5,0.0,0,0,25,59.785714,2.391429,2.547469,24.928572,0.997143,0.934666,66.214286,2.648571,3.136622,78.57142900000002,3.142857,4.204758999999999,16.785714000000002,0.6714289999999999,0.597997,5.0,0.0,11.957142999999999,7.381942,2.391429,1.4763879999999998,4.985714,0.9129450000000001,0.997143,0.182589,13.242857,6.243298,2.648571,1.24866,15.714285999999998,10.800227,3.142857,2.160045,3.357143,1.7455479999999999,0.6714289999999999,0.34911,5.0,0.0,11.957142999999999,6.064214,2.391429,1.2128430000000001,4.985714,0.881094,0.997143,0.17621900000000001,13.242857,8.576618,2.648571,1.715324,15.714285999999998,13.650746,3.142857,2.7301490000000004,3.357143,1.393864,0.6714289999999999,0.278773,58,58,1.0,2058,35.4828,13.866657,14.5,16.132266,14.5,16.132266,1.0,0.0,514.5,607.7690759999998,14.5,21.136460999999997,14.5,1,1,0,1
5,0.4,1,0,24,84.5,3.520833,2.181738,68.85714300000001,2.869048,2.430992,74.35714300000002,3.098214,3.481536,86.14285699999998,3.589286,11.925041,34.392857,1.433036,2.8023540000000002,4.8,0.4,16.9,6.7739899999999995,3.457143,1.255323,13.771429000000001,7.6193100000000005,2.831429,1.469372,14.871429000000001,5.666658999999999,3.021429,1.049665,17.228571,27.086046000000003,3.454286,5.412053,6.878571000000001,3.8544699999999996,1.401429,0.743384,4.8,0.4,16.9,4.054124,3.53,0.795887,13.771429000000001,3.7910739999999996,2.845714,0.662611,14.871429000000001,8.054964,3.194286,1.8483,17.228571,22.05792000000001,4.045714,5.582761,6.878571000000001,7.9462350000000015,1.5957139999999999,2.012459,264,193,0.7311,9201,34.8523,37.954181,52.8,33.385027,39.4,27.36859500000001,0.76818,0.153104,1840.2,1393.641762,52.8,30.779214,39.0,1,1,0,1
5,0.0,0,0,25,41.892857,1.675714,1.220492,25.535714000000002,1.0214290000000001,0.777432,67.25,2.69,3.0923130000000003,27.285714000000002,1.091429,2.849561,15.785714000000002,0.631429,1.072567,5.0,0.0,8.378571,2.938971,1.675714,0.5877939999999999,5.107143,2.749768,1.0214290000000001,0.5499539999999999,13.45,8.175985,2.69,1.635197,5.457143,4.554791000000002,1.091429,0.910958,3.157143,1.092087,0.631429,0.218417,5.0,0.0,8.378571,2.5826740000000004,1.675714,0.5165350000000001,5.107143,1.081854,1.0214290000000001,0.216371,13.45,5.581109,2.69,1.1162219999999998,5.457143,5.86543,1.091429,1.173086,3.157143,3.280244,0.631429,0.656049,38,35,0.9211,1192,31.3684,18.557763,9.5,10.234745,8.75,8.954747,0.972225,0.048108,298.0,332.384566,9.5,3.905125,8.75,1,1,0,1
5,0.2,0,0,22,40.571428999999995,1.8441560000000001,1.7883919999999998,30.928571999999996,1.405844,1.333957,45.857143,2.084416,2.749906,23.728572,1.078571,3.464546,10.071429,0.45779200000000003,0.8108890000000001,4.4,1.624808,8.114286,1.834811,2.1228569999999998,0.858049,6.185714,1.1982979999999999,1.7261900000000001,0.9135540000000001,9.171429,4.405608999999999,2.087143,0.485774,4.7457139999999995,5.2710870000000005,0.862476,0.836224,2.0142860000000002,1.30884,0.537143,0.42777299999999996,4.4,1.2,8.114286,6.486658,1.66,1.0346799999999998,6.185714,4.665899,1.2752379999999999,0.704249,9.171429,8.633891,1.9495240000000005,1.351699,4.7457139999999995,2.987845,0.96819,0.528881,2.0142860000000002,1.790223,0.411429,0.33610500000000004,7,7,1.0,144,20.5714,8.566664999999999,3.5,0.5,3.5,0.5,1.0,0.0,72.0,15.0,7.0,0.0,7.0,2,1,1,1
5,0.2,0,0,25,34.928571999999996,1.397143,0.974474,26.785714000000002,1.0714290000000002,0.9687100000000001,34.428571999999996,1.377143,0.9927739999999999,16.857143,0.6742859999999999,1.918333,18.642857,0.745714,0.538145,5.0,0.0,6.985714,2.769513,1.397143,0.5539029999999999,5.357143,1.96915,1.0714290000000002,0.39383,6.885714,3.04175,1.377143,0.60835,3.371429,3.3253510000000004,0.6742859999999999,0.6650699999999999,3.728571,1.48695,0.745714,0.29739,5.0,0.0,6.985714,0.515871,1.397143,0.103174,5.357143,0.7811560000000001,1.0714290000000002,0.15623099999999998,6.885714,1.03569,1.377143,0.20713800000000002,3.371429,2.3327310000000003,0.6742859999999999,0.466546,3.728571,0.70624,0.745714,0.141248,78,65,0.8333,3818,48.9487,42.644595,19.5,19.956201999999998,16.25,17.239127,0.796325,0.084859,954.5,1038.754422,15.6,6.8293479999999995,13.4,1,1,0,1
